time,PRCPTOT,stn,lon,lat
1951-05-16,11.5,8.0,28.75,-20.25
1951-06-16,1.8000001,8.0,28.75,-20.25
1951-07-16,3.8,8.0,28.75,-20.25
1951-08-16,2.3,8.0,28.75,-20.25
1951-09-16,8.3,8.0,28.75,-20.25
1951-10-16,88.3,8.0,28.75,-20.25
1951-11-16,106.9,8.0,28.75,-20.25
1951-12-16,113.9,8.0,28.75,-20.25
1952-01-16,191.6,8.0,28.75,-20.25
1952-02-15,127.4,8.0,28.75,-20.25
1952-03-16,18.800001,8.0,28.75,-20.25
1952-04-16,12.6,8.0,28.75,-20.25
1952-05-16,7.4,8.0,28.75,-20.25
1952-06-16,5.0,8.0,28.75,-20.25
1952-07-16,0.0,8.0,28.75,-20.25
1952-08-16,0.0,8.0,28.75,-20.25
1952-09-16,5.2000003,8.0,28.75,-20.25
1952-10-16,32.600002,8.0,28.75,-20.25
1952-11-16,106.700005,8.0,28.75,-20.25
1952-12-16,149.6,8.0,28.75,-20.25
1953-01-16,313.7,8.0,28.75,-20.25
1953-02-15,169.7,8.0,28.75,-20.25
1953-03-16,111.700005,8.0,28.75,-20.25
1953-04-16,45.600002,8.0,28.75,-20.25
1953-05-16,14.5,8.0,28.75,-20.25
1953-06-16,0.1,8.0,28.75,-20.25
1953-07-16,0.0,8.0,28.75,-20.25
1953-08-16,0.5,8.0,28.75,-20.25
1953-09-16,0.4,8.0,28.75,-20.25
1953-10-16,15.6,8.0,28.75,-20.25
1953-11-16,172.3,8.0,28.75,-20.25
1953-12-16,70.5,8.0,28.75,-20.25
1954-01-16,194.6,8.0,28.75,-20.25
1954-02-15,124.0,8.0,28.75,-20.25
1954-03-16,27.300001,8.0,28.75,-20.25
1954-04-16,17.0,8.0,28.75,-20.25
1954-05-16,1.9,8.0,28.75,-20.25
1954-06-16,3.4,8.0,28.75,-20.25
1954-07-16,0.0,8.0,28.75,-20.25
1954-08-16,0.1,8.0,28.75,-20.25
1954-09-16,4.0,8.0,28.75,-20.25
1954-10-16,22.800001,8.0,28.75,-20.25
1954-11-16,145.8,8.0,28.75,-20.25
1954-12-16,309.4,8.0,28.75,-20.25
1955-01-16,232.40001,8.0,28.75,-20.25
1955-02-15,235.8,8.0,28.75,-20.25
1955-03-16,114.9,8.0,28.75,-20.25
1955-04-16,39.0,8.0,28.75,-20.25
1955-05-16,6.6,8.0,28.75,-20.25
1955-06-16,3.0,8.0,28.75,-20.25
1955-07-16,0.2,8.0,28.75,-20.25
1955-08-16,0.1,8.0,28.75,-20.25
1955-09-16,0.0,8.0,28.75,-20.25
1955-10-16,29.6,8.0,28.75,-20.25
1955-11-16,69.200005,8.0,28.75,-20.25
1955-12-16,161.1,8.0,28.75,-20.25
1956-01-16,30.1,8.0,28.75,-20.25
1956-02-15,172.40001,8.0,28.75,-20.25
1956-03-16,100.9,8.0,28.75,-20.25
1956-04-16,63.7,8.0,28.75,-20.25
1956-05-16,6.8,8.0,28.75,-20.25
1956-06-16,0.7,8.0,28.75,-20.25
1956-07-16,0.0,8.0,28.75,-20.25
1956-08-16,5.9,8.0,28.75,-20.25
1956-09-16,7.2000003,8.0,28.75,-20.25
1956-10-16,25.2,8.0,28.75,-20.25
1956-11-16,144.7,8.0,28.75,-20.25
1956-12-16,141.1,8.0,28.75,-20.25
1957-01-16,113.9,8.0,28.75,-20.25
1957-02-15,98.5,8.0,28.75,-20.25
1957-03-16,140.6,8.0,28.75,-20.25
1957-04-16,14.900001,8.0,28.75,-20.25
1957-05-16,5.6,8.0,28.75,-20.25
1957-06-16,0.0,8.0,28.75,-20.25
1957-07-16,0.0,8.0,28.75,-20.25
1957-08-16,0.1,8.0,28.75,-20.25
1957-09-16,9.900001,8.0,28.75,-20.25
1957-10-16,70.3,8.0,28.75,-20.25
1957-11-16,60.100002,8.0,28.75,-20.25
1957-12-16,89.6,8.0,28.75,-20.25
1958-01-16,211.8,8.0,28.75,-20.25
1958-02-15,161.2,8.0,28.75,-20.25
1958-03-16,24.800001,8.0,28.75,-20.25
1958-04-16,22.800001,8.0,28.75,-20.25
1958-05-16,2.0,8.0,28.75,-20.25
1958-06-16,2.5,8.0,28.75,-20.25
1958-07-16,0.8,8.0,28.75,-20.25
1958-08-16,3.8,8.0,28.75,-20.25
1958-09-16,24.6,8.0,28.75,-20.25
1958-10-16,52.4,8.0,28.75,-20.25
1958-11-16,45.3,8.0,28.75,-20.25
1958-12-16,199.5,8.0,28.75,-20.25
1959-01-16,188.6,8.0,28.75,-20.25
1959-02-15,82.9,8.0,28.75,-20.25
1959-03-16,39.2,8.0,28.75,-20.25
1959-04-16,9.1,8.0,28.75,-20.25
1959-05-16,14.5,8.0,28.75,-20.25
1959-06-16,3.4,8.0,28.75,-20.25
1959-07-16,0.0,8.0,28.75,-20.25
1959-08-16,0.2,8.0,28.75,-20.25
1959-09-16,1.5,8.0,28.75,-20.25
1959-10-16,9.400001,8.0,28.75,-20.25
1959-11-16,72.5,8.0,28.75,-20.25
1959-12-16,124.3,8.0,28.75,-20.25
1960-01-16,33.3,8.0,28.75,-20.25
1960-02-15,84.0,8.0,28.75,-20.25
1960-03-16,58.0,8.0,28.75,-20.25
1960-04-16,27.7,8.0,28.75,-20.25
1960-05-16,14.7,8.0,28.75,-20.25
1960-06-16,5.3,8.0,28.75,-20.25
1960-07-16,0.8,8.0,28.75,-20.25
1960-08-16,0.0,8.0,28.75,-20.25
1960-09-16,6.6,8.0,28.75,-20.25
1960-10-16,23.1,8.0,28.75,-20.25
1960-11-16,154.8,8.0,28.75,-20.25
1960-12-16,136.90001,8.0,28.75,-20.25
1961-01-16,119.1,8.0,28.75,-20.25
1961-02-15,137.0,8.0,28.75,-20.25
1961-03-16,130.8,8.0,28.75,-20.25
1961-04-16,78.4,8.0,28.75,-20.25
1961-05-16,3.6000001,8.0,28.75,-20.25
1961-06-16,17.800001,8.0,28.75,-20.25
1961-07-16,0.6,8.0,28.75,-20.25
1961-08-16,2.6000001,8.0,28.75,-20.25
1961-09-16,0.4,8.0,28.75,-20.25
1961-10-16,10.0,8.0,28.75,-20.25
1961-11-16,117.3,8.0,28.75,-20.25
1961-12-16,56.9,8.0,28.75,-20.25
1962-01-16,173.0,8.0,28.75,-20.25
1962-02-15,63.8,8.0,28.75,-20.25
1962-03-16,28.300001,8.0,28.75,-20.25
1962-04-16,36.100002,8.0,28.75,-20.25
1962-05-16,0.6,8.0,28.75,-20.25
1962-06-16,0.5,8.0,28.75,-20.25
1962-07-16,0.0,8.0,28.75,-20.25
1962-08-16,0.2,8.0,28.75,-20.25
1962-09-16,0.1,8.0,28.75,-20.25
1962-10-16,1.9,8.0,28.75,-20.25
1962-11-16,202.2,8.0,28.75,-20.25
1962-12-16,200.3,8.0,28.75,-20.25
1963-01-16,89.8,8.0,28.75,-20.25
1963-02-15,124.8,8.0,28.75,-20.25
1963-03-16,15.6,8.0,28.75,-20.25
1963-04-16,70.1,8.0,28.75,-20.25
1963-05-16,0.90000004,8.0,28.75,-20.25
1963-06-16,9.400001,8.0,28.75,-20.25
1963-07-16,0.3,8.0,28.75,-20.25
1963-08-16,0.0,8.0,28.75,-20.25
1963-09-16,3.0,8.0,28.75,-20.25
1963-10-16,42.7,8.0,28.75,-20.25
1963-11-16,47.7,8.0,28.75,-20.25
1963-12-16,112.3,8.0,28.75,-20.25
1964-01-16,91.200005,8.0,28.75,-20.25
1964-02-15,74.700005,8.0,28.75,-20.25
1964-03-16,35.100002,8.0,28.75,-20.25
1964-04-16,7.5,8.0,28.75,-20.25
1964-05-16,2.7,8.0,28.75,-20.25
1964-06-16,2.1000001,8.0,28.75,-20.25
1964-07-16,0.0,8.0,28.75,-20.25
1964-08-16,0.6,8.0,28.75,-20.25
1964-09-16,0.0,8.0,28.75,-20.25
1964-10-16,26.4,8.0,28.75,-20.25
1964-11-16,71.700005,8.0,28.75,-20.25
1964-12-16,246.2,8.0,28.75,-20.25
1965-01-16,76.1,8.0,28.75,-20.25
1965-02-15,21.800001,8.0,28.75,-20.25
1965-03-16,7.6,8.0,28.75,-20.25
1965-04-16,4.3,8.0,28.75,-20.25
1965-05-16,6.1,8.0,28.75,-20.25
1965-06-16,0.5,8.0,28.75,-20.25
1965-07-16,0.0,8.0,28.75,-20.25
1965-08-16,0.0,8.0,28.75,-20.25
1965-09-16,20.9,8.0,28.75,-20.25
1965-10-16,12.5,8.0,28.75,-20.25
1965-11-16,85.4,8.0,28.75,-20.25
1965-12-16,33.8,8.0,28.75,-20.25
1966-01-16,111.3,8.0,28.75,-20.25
1966-02-15,245.2,8.0,28.75,-20.25
1966-03-16,61.0,8.0,28.75,-20.25
1966-04-16,12.0,8.0,28.75,-20.25
1966-05-16,16.0,8.0,28.75,-20.25
1966-06-16,9.900001,8.0,28.75,-20.25
1966-07-16,0.0,8.0,28.75,-20.25
1966-08-16,0.7,8.0,28.75,-20.25
1966-09-16,11.900001,8.0,28.75,-20.25
1966-10-16,4.4,8.0,28.75,-20.25
1966-11-16,61.0,8.0,28.75,-20.25
1966-12-16,184.2,8.0,28.75,-20.25
1967-01-16,180.5,8.0,28.75,-20.25
1967-02-15,219.3,8.0,28.75,-20.25
1967-03-16,17.300001,8.0,28.75,-20.25
1967-04-16,33.100002,8.0,28.75,-20.25
1967-05-16,9.6,8.0,28.75,-20.25
1967-06-16,3.0,8.0,28.75,-20.25
1967-07-16,0.4,8.0,28.75,-20.25
1967-08-16,5.1,8.0,28.75,-20.25
1967-09-16,1.8000001,8.0,28.75,-20.25
1967-10-16,64.4,8.0,28.75,-20.25
1967-11-16,63.0,8.0,28.75,-20.25
1967-12-16,43.2,8.0,28.75,-20.25
1968-01-16,42.9,8.0,28.75,-20.25
1968-02-15,124.1,8.0,28.75,-20.25
1968-03-16,19.800001,8.0,28.75,-20.25
1968-04-16,46.3,8.0,28.75,-20.25
1968-05-16,33.600002,8.0,28.75,-20.25
1968-06-16,0.5,8.0,28.75,-20.25
1968-07-16,0.0,8.0,28.75,-20.25
1968-08-16,0.1,8.0,28.75,-20.25
1968-09-16,0.0,8.0,28.75,-20.25
1968-10-16,22.5,8.0,28.75,-20.25
1968-11-16,66.0,8.0,28.75,-20.25
1968-12-16,151.0,8.0,28.75,-20.25
1969-01-16,117.6,8.0,28.75,-20.25
1969-02-15,61.8,8.0,28.75,-20.25
1969-03-16,226.90001,8.0,28.75,-20.25
1969-04-16,59.100002,8.0,28.75,-20.25
1969-05-16,5.3,8.0,28.75,-20.25
1969-06-16,0.0,8.0,28.75,-20.25
1969-07-16,0.2,8.0,28.75,-20.25
1969-08-16,0.4,8.0,28.75,-20.25
1969-09-16,27.300001,8.0,28.75,-20.25
1969-10-16,103.6,8.0,28.75,-20.25
1969-11-16,95.3,8.0,28.75,-20.25
1969-12-16,170.3,8.0,28.75,-20.25
1970-01-16,17.800001,8.0,28.75,-20.25
1970-02-15,37.5,8.0,28.75,-20.25
1970-03-16,16.4,8.0,28.75,-20.25
1970-04-16,26.5,8.0,28.75,-20.25
1970-05-16,0.0,8.0,28.75,-20.25
1970-06-16,11.8,8.0,28.75,-20.25
1970-07-16,0.4,8.0,28.75,-20.25
1970-08-16,0.0,8.0,28.75,-20.25
1970-09-16,1.7,8.0,28.75,-20.25
1970-10-16,5.5,8.0,28.75,-20.25
1970-11-16,101.5,8.0,28.75,-20.25
1970-12-16,133.1,8.0,28.75,-20.25
1971-01-16,209.6,8.0,28.75,-20.25
1971-02-15,11.1,8.0,28.75,-20.25
1971-03-16,19.9,8.0,28.75,-20.25
1971-04-16,35.3,8.0,28.75,-20.25
1971-05-16,9.3,8.0,28.75,-20.25
1971-06-16,0.1,8.0,28.75,-20.25
1971-07-16,0.0,8.0,28.75,-20.25
1971-08-16,0.0,8.0,28.75,-20.25
1971-09-16,4.2000003,8.0,28.75,-20.25
1971-10-16,34.600002,8.0,28.75,-20.25
1971-11-16,129.2,8.0,28.75,-20.25
1971-12-16,61.5,8.0,28.75,-20.25
1972-01-16,307.30002,8.0,28.75,-20.25
1972-02-15,61.2,8.0,28.75,-20.25
1972-03-16,75.200005,8.0,28.75,-20.25
1972-04-16,50.3,8.0,28.75,-20.25
1972-05-16,8.1,8.0,28.75,-20.25
1972-06-16,0.0,8.0,28.75,-20.25
1972-07-16,0.0,8.0,28.75,-20.25
1972-08-16,0.0,8.0,28.75,-20.25
1972-09-16,4.3,8.0,28.75,-20.25
1972-10-16,24.2,8.0,28.75,-20.25
1972-11-16,50.4,8.0,28.75,-20.25
1972-12-16,67.1,8.0,28.75,-20.25
1973-01-16,113.3,8.0,28.75,-20.25
1973-02-15,52.8,8.0,28.75,-20.25
1973-03-16,17.0,8.0,28.75,-20.25
1973-04-16,12.3,8.0,28.75,-20.25
1973-05-16,6.6,8.0,28.75,-20.25
1973-06-16,1.0,8.0,28.75,-20.25
1973-07-16,0.2,8.0,28.75,-20.25
1973-08-16,0.5,8.0,28.75,-20.25
1973-09-16,14.900001,8.0,28.75,-20.25
1973-10-16,40.100002,8.0,28.75,-20.25
1973-11-16,104.0,8.0,28.75,-20.25
1973-12-16,268.80002,8.0,28.75,-20.25
1974-01-16,264.30002,8.0,28.75,-20.25
1974-02-15,167.8,8.0,28.75,-20.25
1974-03-16,43.2,8.0,28.75,-20.25
1974-04-16,41.5,8.0,28.75,-20.25
1974-05-16,15.3,8.0,28.75,-20.25
1974-06-16,0.0,8.0,28.75,-20.25
1974-07-16,3.9,8.0,28.75,-20.25
1974-08-16,0.2,8.0,28.75,-20.25
1974-09-16,9.2,8.0,28.75,-20.25
1974-10-16,1.6,8.0,28.75,-20.25
1974-11-16,141.40001,8.0,28.75,-20.25
1974-12-16,199.1,8.0,28.75,-20.25
1975-01-16,153.5,8.0,28.75,-20.25
1975-02-15,178.3,8.0,28.75,-20.25
1975-03-16,51.100002,8.0,28.75,-20.25
1975-04-16,32.3,8.0,28.75,-20.25
1975-05-16,13.900001,8.0,28.75,-20.25
1975-06-16,0.6,8.0,28.75,-20.25
1975-07-16,0.0,8.0,28.75,-20.25
1975-08-16,0.7,8.0,28.75,-20.25
1975-09-16,4.0,8.0,28.75,-20.25
1975-10-16,7.9,8.0,28.75,-20.25
1975-11-16,35.9,8.0,28.75,-20.25
1975-12-16,139.90001,8.0,28.75,-20.25
1976-01-16,86.200005,8.0,28.75,-20.25
1976-02-15,111.700005,8.0,28.75,-20.25
1976-03-16,198.5,8.0,28.75,-20.25
1976-04-16,48.4,8.0,28.75,-20.25
1976-05-16,29.7,8.0,28.75,-20.25
1976-06-16,0.1,8.0,28.75,-20.25
1976-07-16,0.0,8.0,28.75,-20.25
1976-08-16,0.0,8.0,28.75,-20.25
1976-09-16,20.4,8.0,28.75,-20.25
1976-10-16,50.5,8.0,28.75,-20.25
1976-11-16,112.0,8.0,28.75,-20.25
1976-12-16,85.1,8.0,28.75,-20.25
1977-01-16,70.700005,8.0,28.75,-20.25
1977-02-15,239.7,8.0,28.75,-20.25
1977-03-16,145.0,8.0,28.75,-20.25
1977-04-16,4.8,8.0,28.75,-20.25
1977-05-16,0.4,8.0,28.75,-20.25
1977-06-16,0.0,8.0,28.75,-20.25
1977-07-16,0.4,8.0,28.75,-20.25
1977-08-16,4.0,8.0,28.75,-20.25
1977-09-16,34.0,8.0,28.75,-20.25
1977-10-16,25.2,8.0,28.75,-20.25
1977-11-16,82.200005,8.0,28.75,-20.25
1977-12-16,270.6,8.0,28.75,-20.25
1978-01-16,209.5,8.0,28.75,-20.25
1978-02-15,217.8,8.0,28.75,-20.25
1978-03-16,87.9,8.0,28.75,-20.25
1978-04-16,81.6,8.0,28.75,-20.25
1978-05-16,31.7,8.0,28.75,-20.25
1978-06-16,7.3,8.0,28.75,-20.25
1978-07-16,0.7,8.0,28.75,-20.25
1978-08-16,1.5,8.0,28.75,-20.25
1978-09-16,15.6,8.0,28.75,-20.25
1978-10-16,92.0,8.0,28.75,-20.25
1978-11-16,75.9,8.0,28.75,-20.25
1978-12-16,94.1,8.0,28.75,-20.25
1979-01-16,106.9,8.0,28.75,-20.25
1979-02-15,69.200005,8.0,28.75,-20.25
1979-03-16,56.100002,8.0,28.75,-20.25
1979-04-16,2.5,8.0,28.75,-20.25
1979-05-16,0.2,8.0,28.75,-20.25
1979-06-16,0.90000004,8.0,28.75,-20.25
1979-07-16,0.6,8.0,28.75,-20.25
1979-08-16,2.7,8.0,28.75,-20.25
1979-09-16,0.2,8.0,28.75,-20.25
1979-10-16,84.1,8.0,28.75,-20.25
1979-11-16,122.4,8.0,28.75,-20.25
1979-12-16,117.700005,8.0,28.75,-20.25
1980-01-16,89.9,8.0,28.75,-20.25
1980-02-15,171.5,8.0,28.75,-20.25
1980-03-16,41.3,8.0,28.75,-20.25
1980-04-16,13.1,8.0,28.75,-20.25
1980-05-16,1.4,8.0,28.75,-20.25
1980-06-16,0.0,8.0,28.75,-20.25
1980-07-16,3.5,8.0,28.75,-20.25
1980-08-16,1.0,8.0,28.75,-20.25
1980-09-16,15.8,8.0,28.75,-20.25
1980-10-16,21.300001,8.0,28.75,-20.25
1980-11-16,190.7,8.0,28.75,-20.25
1980-12-16,93.9,8.0,28.75,-20.25
1981-01-16,253.7,8.0,28.75,-20.25
1981-02-15,214.90001,8.0,28.75,-20.25
1981-03-16,72.9,8.0,28.75,-20.25
1981-04-16,29.4,8.0,28.75,-20.25
1981-05-16,9.1,8.0,28.75,-20.25
1981-06-16,0.0,8.0,28.75,-20.25
1981-07-16,0.0,8.0,28.75,-20.25
1981-08-16,0.5,8.0,28.75,-20.25
1981-09-16,2.2,8.0,28.75,-20.25
1981-10-16,24.2,8.0,28.75,-20.25
1981-11-16,115.0,8.0,28.75,-20.25
1981-12-16,38.100002,8.0,28.75,-20.25
1982-01-16,90.3,8.0,28.75,-20.25
1982-02-15,41.100002,8.0,28.75,-20.25
1982-03-16,24.300001,8.0,28.75,-20.25
1982-04-16,20.7,8.0,28.75,-20.25
1982-05-16,2.9,8.0,28.75,-20.25
1982-06-16,1.6,8.0,28.75,-20.25
1982-07-16,1.3000001,8.0,28.75,-20.25
1982-08-16,4.6,8.0,28.75,-20.25
1982-09-16,3.2,8.0,28.75,-20.25
1982-10-16,96.0,8.0,28.75,-20.25
1982-11-16,66.200005,8.0,28.75,-20.25
1982-12-16,28.300001,8.0,28.75,-20.25
1983-01-16,70.0,8.0,28.75,-20.25
1983-02-15,42.4,8.0,28.75,-20.25
1983-03-16,41.7,8.0,28.75,-20.25
1983-04-16,33.3,8.0,28.75,-20.25
1983-05-16,11.8,8.0,28.75,-20.25
1983-06-16,2.4,8.0,28.75,-20.25
1983-07-16,5.9,8.0,28.75,-20.25
1983-08-16,2.9,8.0,28.75,-20.25
1983-09-16,0.0,8.0,28.75,-20.25
1983-10-16,33.7,8.0,28.75,-20.25
1983-11-16,68.4,8.0,28.75,-20.25
1983-12-16,104.8,8.0,28.75,-20.25
1984-01-16,36.8,8.0,28.75,-20.25
1984-02-15,49.3,8.0,28.75,-20.25
1984-03-16,82.0,8.0,28.75,-20.25
1984-04-16,25.9,8.0,28.75,-20.25
1984-05-16,2.5,8.0,28.75,-20.25
1984-06-16,3.0,8.0,28.75,-20.25
1984-07-16,3.4,8.0,28.75,-20.25
1984-08-16,0.4,8.0,28.75,-20.25
1984-09-16,17.4,8.0,28.75,-20.25
1984-10-16,56.0,8.0,28.75,-20.25
1984-11-16,125.1,8.0,28.75,-20.25
1984-12-16,89.700005,8.0,28.75,-20.25
1985-01-16,205.2,8.0,28.75,-20.25
1985-02-15,110.0,8.0,28.75,-20.25
1985-03-16,40.9,8.0,28.75,-20.25
1985-04-16,4.0,8.0,28.75,-20.25
1985-05-16,9.5,8.0,28.75,-20.25
1985-06-16,0.1,8.0,28.75,-20.25
1985-07-16,2.6000001,8.0,28.75,-20.25
1985-08-16,0.1,8.0,28.75,-20.25
1985-09-16,2.3,8.0,28.75,-20.25
1985-10-16,26.300001,8.0,28.75,-20.25
1985-11-16,31.4,8.0,28.75,-20.25
1985-12-16,147.40001,8.0,28.75,-20.25
1986-01-16,94.0,8.0,28.75,-20.25
1986-02-15,75.200005,8.0,28.75,-20.25
1986-03-16,40.9,8.0,28.75,-20.25
1986-04-16,152.7,8.0,28.75,-20.25
1986-05-16,0.1,8.0,28.75,-20.25
1986-06-16,0.0,8.0,28.75,-20.25
1986-07-16,0.0,8.0,28.75,-20.25
1986-08-16,0.0,8.0,28.75,-20.25
1986-09-16,4.0,8.0,28.75,-20.25
1986-10-16,46.7,8.0,28.75,-20.25
1986-11-16,70.9,8.0,28.75,-20.25
1986-12-16,90.200005,8.0,28.75,-20.25
1987-01-16,105.5,8.0,28.75,-20.25
1987-02-15,51.4,8.0,28.75,-20.25
1987-03-16,16.6,8.0,28.75,-20.25
1987-04-16,0.4,8.0,28.75,-20.25
1987-05-16,1.6,8.0,28.75,-20.25
1987-06-16,0.0,8.0,28.75,-20.25
1987-07-16,0.0,8.0,28.75,-20.25
1987-08-16,0.0,8.0,28.75,-20.25
1987-09-16,0.5,8.0,28.75,-20.25
1987-10-16,38.2,8.0,28.75,-20.25
1987-11-16,95.3,8.0,28.75,-20.25
1987-12-16,280.2,8.0,28.75,-20.25
1988-01-16,87.6,8.0,28.75,-20.25
1988-02-15,218.90001,8.0,28.75,-20.25
1988-03-16,119.1,8.0,28.75,-20.25
1988-04-16,10.5,8.0,28.75,-20.25
1988-05-16,2.6000001,8.0,28.75,-20.25
1988-06-16,12.5,8.0,28.75,-20.25
1988-07-16,1.5,8.0,28.75,-20.25
1988-08-16,1.6,8.0,28.75,-20.25
1988-09-16,0.0,8.0,28.75,-20.25
1988-10-16,48.2,8.0,28.75,-20.25
1988-11-16,50.600002,8.0,28.75,-20.25
1988-12-16,83.1,8.0,28.75,-20.25
1989-01-16,87.4,8.0,28.75,-20.25
1989-02-15,185.3,8.0,28.75,-20.25
1989-03-16,25.800001,8.0,28.75,-20.25
1989-04-16,40.3,8.0,28.75,-20.25
1989-05-16,0.3,8.0,28.75,-20.25
1989-06-16,0.90000004,8.0,28.75,-20.25
1989-07-16,0.0,8.0,28.75,-20.25
1989-08-16,1.0,8.0,28.75,-20.25
1989-09-16,0.3,8.0,28.75,-20.25
1989-10-16,43.8,8.0,28.75,-20.25
1989-11-16,93.700005,8.0,28.75,-20.25
1989-12-16,69.9,8.0,28.75,-20.25
1990-01-16,185.7,8.0,28.75,-20.25
1990-02-15,84.8,8.0,28.75,-20.25
1990-03-16,31.6,8.0,28.75,-20.25
1990-04-16,47.2,8.0,28.75,-20.25
1990-05-16,7.9,8.0,28.75,-20.25
1990-06-16,0.0,8.0,28.75,-20.25
1990-07-16,0.0,8.0,28.75,-20.25
1990-08-16,0.5,8.0,28.75,-20.25
1990-09-16,0.8,8.0,28.75,-20.25
1990-10-16,23.9,8.0,28.75,-20.25
1990-11-16,29.1,8.0,28.75,-20.25
1990-12-16,133.40001,8.0,28.75,-20.25
1991-01-16,131.2,8.0,28.75,-20.25
1991-02-15,101.9,8.0,28.75,-20.25
1991-03-16,167.0,8.0,28.75,-20.25
1991-04-16,0.0,8.0,28.75,-20.25
1991-05-16,1.5,8.0,28.75,-20.25
1991-06-16,0.0,8.0,28.75,-20.25
1991-07-16,0.0,8.0,28.75,-20.25
1991-08-16,0.0,8.0,28.75,-20.25
1991-09-16,0.0,8.0,28.75,-20.25
1991-10-16,16.0,8.0,28.75,-20.25
1991-11-16,92.6,8.0,28.75,-20.25
1991-12-16,56.7,8.0,28.75,-20.25
1992-01-16,99.200005,8.0,28.75,-20.25
1992-02-15,8.8,8.0,28.75,-20.25
1992-03-16,69.1,8.0,28.75,-20.25
1992-04-16,8.8,8.0,28.75,-20.25
1992-05-16,0.2,8.0,28.75,-20.25
1992-06-16,0.0,8.0,28.75,-20.25
1992-07-16,0.0,8.0,28.75,-20.25
1992-08-16,0.0,8.0,28.75,-20.25
1992-09-16,0.0,8.0,28.75,-20.25
1992-10-16,15.5,8.0,28.75,-20.25
1992-11-16,61.3,8.0,28.75,-20.25
1992-12-16,207.8,8.0,28.75,-20.25
1993-01-16,89.0,8.0,28.75,-20.25
1993-02-15,161.7,8.0,28.75,-20.25
1993-03-16,33.8,8.0,28.75,-20.25
1993-04-16,18.800001,8.0,28.75,-20.25
1993-05-16,4.3,8.0,28.75,-20.25
1993-06-16,1.7,8.0,28.75,-20.25
1993-07-16,5.0,8.0,28.75,-20.25
1993-08-16,0.2,8.0,28.75,-20.25
1993-09-16,18.1,8.0,28.75,-20.25
1993-10-16,4.6,8.0,28.75,-20.25
1993-11-16,169.40001,8.0,28.75,-20.25
1993-12-16,105.5,8.0,28.75,-20.25
1994-01-16,77.700005,8.0,28.75,-20.25
1994-02-15,50.9,8.0,28.75,-20.25
1994-03-16,10.0,8.0,28.75,-20.25
1994-04-16,3.6000001,8.0,28.75,-20.25
1994-05-16,3.8,8.0,28.75,-20.25
1994-06-16,0.0,8.0,28.75,-20.25
1994-07-16,0.0,8.0,28.75,-20.25
1994-08-16,0.0,8.0,28.75,-20.25
1994-09-16,0.1,8.0,28.75,-20.25
1994-10-16,60.3,8.0,28.75,-20.25
1994-11-16,34.0,8.0,28.75,-20.25
1994-12-16,93.6,8.0,28.75,-20.25
1995-01-16,73.700005,8.0,28.75,-20.25
1995-02-15,84.9,8.0,28.75,-20.25
1995-03-16,87.200005,8.0,28.75,-20.25
1995-04-16,24.7,8.0,28.75,-20.25
1995-05-16,14.3,8.0,28.75,-20.25
1995-06-16,0.2,8.0,28.75,-20.25
1995-07-16,0.0,8.0,28.75,-20.25
1995-08-16,0.4,8.0,28.75,-20.25
1995-09-16,2.5,8.0,28.75,-20.25
1995-10-16,30.7,8.0,28.75,-20.25
1995-11-16,97.200005,8.0,28.75,-20.25
1995-12-16,126.6,8.0,28.75,-20.25
1996-01-16,262.6,8.0,28.75,-20.25
1996-02-15,156.1,8.0,28.75,-20.25
1996-03-16,18.9,8.0,28.75,-20.25
1996-04-16,1.4,8.0,28.75,-20.25
1996-05-16,19.1,8.0,28.75,-20.25
1996-06-16,0.2,8.0,28.75,-20.25
1996-07-16,2.0,8.0,28.75,-20.25
1996-08-16,0.0,8.0,28.75,-20.25
1996-09-16,1.0,8.0,28.75,-20.25
1996-10-16,8.7,8.0,28.75,-20.25
1996-11-16,119.1,8.0,28.75,-20.25
1996-12-16,121.200005,8.0,28.75,-20.25
1997-01-16,196.2,8.0,28.75,-20.25
1997-02-15,80.200005,8.0,28.75,-20.25
1997-03-16,127.9,8.0,28.75,-20.25
1997-04-16,80.700005,8.0,28.75,-20.25
1997-05-16,9.0,8.0,28.75,-20.25
1997-06-16,0.0,8.0,28.75,-20.25
1997-07-16,0.3,8.0,28.75,-20.25
1997-08-16,0.0,8.0,28.75,-20.25
1997-09-16,6.7000003,8.0,28.75,-20.25
1997-10-16,31.1,8.0,28.75,-20.25
1997-11-16,86.200005,8.0,28.75,-20.25
1997-12-16,53.3,8.0,28.75,-20.25
1998-01-16,205.8,8.0,28.75,-20.25
1998-02-15,32.4,8.0,28.75,-20.25
1998-03-16,36.3,8.0,28.75,-20.25
1998-04-16,7.4,8.0,28.75,-20.25
1998-05-16,0.3,8.0,28.75,-20.25
1998-06-16,0.4,8.0,28.75,-20.25
1998-07-16,0.3,8.0,28.75,-20.25
1998-08-16,0.6,8.0,28.75,-20.25
1998-09-16,0.6,8.0,28.75,-20.25
1998-10-16,6.2000003,8.0,28.75,-20.25
1998-11-16,106.0,8.0,28.75,-20.25
1998-12-16,137.2,8.0,28.75,-20.25
1999-01-16,141.40001,8.0,28.75,-20.25
1999-02-15,162.2,8.0,28.75,-20.25
1999-03-16,63.5,8.0,28.75,-20.25
1999-04-16,9.8,8.0,28.75,-20.25
1999-05-16,1.0,8.0,28.75,-20.25
